,doc_url,doc_content,doc_writer,doc_datetime,like_count,source,customer_id,request_seq,pub_year,pub_month,pub_day,pub_time,relation_name,keyword
11,https://www.instagram.com/p/https://www.instagram.com/p/BobW_Y9ghE4,#산#산사진#새벽산행#혼출#국립공원#월출산#영암#빠삐용#진사랑#캐논#오막포#16-35#24-70 ,jin_sarang77,2018-10-02T19:32:24,21,인스타그램,test,11712,2018,10,02,24,documents,국립공원
12,https://www.instagram.com/p/https://www.instagram.com/p/BofZ4jklz-S,#산#산사진#일출#운해#국립공원#덕유산#향적봉#가야산#빠삐용#진사랑#캐논#오막포#150-600 ,jin_sarang77,2018-10-04T09:14:39,12,인스타그램,test,11712,2018,10,04,39,documents,국립공원
13,https://www.instagram.com/p/https://www.instagram.com/p/BogQFgCA8CT,#산#산사진#새벽산행#혼출#운해#국립공원#지리산#만복대#빠삐용#진사랑#캐논#오막포#16-35 ,jin_sarang77,2018-10-04T17:08:16,18,인스타그램,test,11712,2018,10,04,16,documents,국립공원
14,https://www.instagram.com/p/https://www.instagram.com/p/BopmR0fAk0I,#산#산사진#새벽산행#혼출#운해#국립공원#지리산#만복대#노고단#빠삐용#진사랑#캐논#오막포#16-35 ,jin_sarang77,2018-10-08T08:15:21,10,인스타그램,test,11712,2018,10,08,21,documents,국립공원
15,https://www.instagram.com/p/https://www.instagram.com/p/BpSrsWDF-BF,#산#산사진#새벽산행#운해#국립공원#가야산#빠삐용#진사랑#캐논#오막포#16-35#24-70 ,jin_sarang77,2018-10-24T07:11:32,26,인스타그램,test,11712,2018,10,24,32,documents,국립공원
16,https://www.instagram.com/p/https://www.instagram.com/p/BpVY4CMAqnE,#산#산사진#새벽산행#운해#국립공원#월출산#천황봉#향적봉#빠삐용#진사랑#캐논#오막포#24-70 ,jin_sarang77,2018-10-25T08:24:49,42,인스타그램,test,11712,2018,10,25,49,documents,국립공원
17,https://www.instagram.com/p/https://www.instagram.com/p/BpV9bk2Ae6x,#산#산사진#새벽산행#운해#국립공원#무등산#안양산#화순#빠삐용#진사랑#캐논#오막포#70-200 ,jin_sarang77,2018-10-25T13:44:15,33,인스타그램,test,11712,2018,10,25,15,documents,국립공원
18,https://www.instagram.com/p/https://www.instagram.com/p/BpjFK0OFn-A,무등산 가을올해는 가보질 못하고작년사진으로 대신내년을 기약합니다..#산#산사진#새벽산행#여명#일출#국립공원#무등산#규봉암#화순#빠삐용#진사랑#캐논#오막포#16-35#24-70 ,jin_sarang77,2018-10-30T16:01:59,85,인스타그램,test,11712,2018,10,30,59,documents,국립공원
19,https://www.instagram.com/p/https://www.instagram.com/p/BpqNN_Hl1Fc,풍경담는 진사멋지네요 ~ㅎ일행분이 뒤에서 저를..#산#산사진#새벽산행#국립공원#무등산#화순#빠삐용#진사랑#캐논#오막포 ,jin_sarang77,2018-11-02T10:27:01,103,인스타그램,test,11712,2018,11,02,1,documents,국립공원
20,https://www.instagram.com/p/https://www.instagram.com/p/BrjiPetAW3w," .식민지 시절 지어진 해발 1,500m 유럽마을그래도 베트남은 베트남다운게 가장 이쁘다.#바나힐 #국립공원 #유네스코 #세계문화유산 #케이블카 #해발 #1500m #골든브릿지 #다낭 #베트남 #여행스타그램 #banahills #nationalpark #goldenbridge #unesco #5km #cablecar #travelgirl #fallinlovewith #danang #vietnam #perfectweather #lovered ♥ ",jessi_shaka,2018-12-19T13:18:49,138,인스타그램,test,11712,2018,12,19,49,documents,국립공원
21,https://www.instagram.com/p/https://www.instagram.com/p/Br9g2kHFGDv,#꽃지해변 #꽃지일몰 #안면도 #korea national park #국립공원 ,kwangwonchung,2018-12-29T15:26:56,63,인스타그램,test,11712,2018,12,29,56,documents,국립공원
22,https://www.instagram.com/p/https://www.instagram.com/p/Bs3eGGQgDF3,⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀활화산이라니 너무너무 신기헷 🌋⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀#KONA#국립공원#Hawaii#헬리콥터투어 ,aued__,2019-01-21T03:39:59,0,인스타그램,test,11712,2019,01,21,59,documents,국립공원
23,https://www.instagram.com/p/https://www.instagram.com/p/BtqLCRZn2Ui, -무더웠던 내장산 하늘#내장산 #정읍 #국립공원#picnic #park #naejangsannationalpark--#일상사진 #감성사진 #필름사진 #필름스캔#네츄라클래시카 #후지카메라 #후지기록용필름--#naturaclassica #filmcamera #35mm #35mmfilm #film#filmphotography #35mmphotography #photography#analogphotography #filmphotographer #analog #analogfilm #fujifilm #RAN_film ,ran_film,2019-02-09T20:13:31,59,인스타그램,test,11712,2019,02,09,31,documents,국립공원
24,https://www.instagram.com/p/https://www.instagram.com/p/BuIAhShgJrp,#지리산피아골 은 언제나 평화롭다아침에 능선들 보면 한폭의 그림을 보는거 같아근데 썩을 오는 길은 개힘들어#자연 #산 #국립공원 #지리산 #안개 #배경 #자연으로 #품다 #편안한 #예술 ,lee_byungsu,2019-02-21T10:18:51,6,인스타그램,test,11712,2019,02,21,51,documents,국립공원
25,https://www.instagram.com/p/https://www.instagram.com/p/BuiMXAGBiuZ,여명의 설악 능선. 오늘은 대청봉도 안 들르고 내려왔는데 오늘 갔으면 일출 볼수있었겠네. 몇번을 갔어도 아직 대청봉 일출을 못 봤으니. ,s_h_park,2019-03-03T14:22:33,11,인스타그램,test,11712,2019,03,03,33,documents,국립공원
26,https://www.instagram.com/p/https://www.instagram.com/p/BuiMhlJhl6q,일출 사진은 이게 더 좋겠군 ,s_h_park,2019-03-03T14:24:00,14,인스타그램,test,11712,2019,03,03,0,documents,국립공원
27,https://www.instagram.com/p/https://www.instagram.com/p/BukeGrShJ77,"설악산 봉정암 오층석탑. 부처님의 뇌사리가 봉안되어 뇌사리탑이라고도 한다고 한다. 진신사리라는것이 무척 귀할것같은데 생각보다 자주 마주치게 된다. 석가모니 열반후에 나온 사리가 열여섯가마니 분량이라고 하니 어쩌면 그리 이상한 일도 아닐 수도 있고. 우리나라 뿐 아니라 아시아의 나라들을 여행하다보면 가끔 석가모니 부처님의 사리를 만나러다니는 여정인가 하는 생각이 들때도 있다. 네팔,인도,스리랑카,미얀마,태국,중국과 티벳.. 많기도 많다. 아쨌거나 부처님은 칼슘 함량도 탈 인간급이었나 보다... 결론이 영 이상하군. ",s_h_park,2019-03-04T11:36:05,12,인스타그램,test,11712,2019,03,04,5,documents,국립공원
28,https://www.instagram.com/p/https://www.instagram.com/p/Bupk9g6BBcP,그래도 나름 3월이었는데 계곡이고 등산로고 다 얼음밭이었음 ,s_h_park,2019-03-06T11:12:13,12,인스타그램,test,11712,2019,03,06,13,documents,국립공원
29,https://www.instagram.com/p/https://www.instagram.com/p/BurHfIlBNPa,"설악산, 3월 ",s_h_park,2019-03-07T01:33:08,12,인스타그램,test,11712,2019,03,07,8,documents,국립공원
30,https://www.instagram.com/p/https://www.instagram.com/p/BurIcJLBk6S,"수렴동계곡, 봉정암 오르는 길. ",s_h_park,2019-03-07T01:41:28,11,인스타그램,test,11712,2019,03,07,28,documents,국립공원
31,https://www.instagram.com/p/https://www.instagram.com/p/BurIxY_B8Og,"수렴동 계곡, 봉정암 오르는 길 #2 ",s_h_park,2019-03-07T01:44:22,13,인스타그램,test,11712,2019,03,07,22,documents,국립공원
32,https://www.instagram.com/p/https://www.instagram.com/p/BurJJH2h0c7,그늘져 눈쌓인 산중에도 어쨌든 봄은 오고 ,s_h_park,2019-03-07T01:49:01,0,인스타그램,test,11712,2019,03,07,1,documents,국립공원
33,https://www.instagram.com/p/https://www.instagram.com/p/Buyuoi7Bdwk,설악산 신흥사 극락보전 #seoraksan #shinheungsa #temple ,s_h_park,2019-03-10T00:29:54,8,인스타그램,test,11712,2019,03,10,54,documents,국립공원
34,https://www.instagram.com/p/https://www.instagram.com/p/BuywY0JBTHa,설악산 국립공원 ,s_h_park,2019-03-10T00:45:13,14,인스타그램,test,11712,2019,03,10,13,documents,국립공원
35,https://www.instagram.com/p/https://www.instagram.com/p/Bvqre_wndtH,"3월의 마지막날, 눈꽃❄새로운 인연- ",lucydia_sky,2019-03-31T17:59:51,6,인스타그램,test,11712,2019,03,31,51,documents,국립공원
36,https://www.instagram.com/p/https://www.instagram.com/p/Bv6Z1k7g-nK,#첫줄안녕🤗#벚꽃🌸구경하러 #함안#입곡#국립공원#바람불어서#벚꽃떨어짐🙊#이쁘다그램😍 ,mi__hyun11,2019-04-06T20:33:29,41,인스타그램,test,11712,2019,04,06,29,documents,국립공원
37,https://www.instagram.com/p/https://www.instagram.com/p/Bv6bICQlWX6, 15 times climbing Jirisan.#한국 #경남 #지리산 #천왕봉 #외국인 #등산 #산 #자연 #봄 #국립공원 #하이킹 #korea #jirisan #hiking #mountain #outdoors #spring #nationalpark #expatlife @koreanationalpark ,j_w_christian,2019-04-06T20:44:45,131,인스타그램,test,11712,2019,04,06,45,documents,국립공원
38,https://www.instagram.com/p/https://www.instagram.com/p/Bv6cBw5HsA7,รับผืนไหนดีค่ะ หลังจากที่ไปติดต่อขอให้ชุมชนเอาสินค้ามาฝากขายที่อุทยาน ไม่น่าเชื่อว่าผ้าจะสวยขนาดนี้ สวยจนอยากเหมาหมด แต่ตังค์ไม่มี 5555 งั้นช่วยโปรโมทขายดีกว่า ฝ้ายปลูกเอง ย้อมเอง ทอเอง กลุ่มทอผ้าคันท่าเกวียน #organic #เร่เข้ามาจ้า #อยากขายๆ #cotton100% #happyforsale #สินค้าชุมชน #ผาแต้ม #Phataem #파땜 #อุทยานแห่งชาติ #Nationalpark #국립공원 #อุทยานแห่งชาติผาแต้ม #Phataemnationpark #อุบลราชธานี #Ubonratchathanee #Thailand #amazingthailand #태국 ,johnfm65,2019-04-06T20:52:38,17,인스타그램,test,11712,2019,04,06,38,documents,국립공원
39,https://www.instagram.com/p/https://www.instagram.com/p/Bv64lFshZIs,#크로아티아 #국립공원 #스플리트 #아이스크림 #엄마손 #너무예쁨💕 #날씨굿👍 #계속있고싶다😭 ,so_jeong92,2019-04-07T01:02:07,30,인스타그램,test,11712,2019,04,07,7,documents,국립공원
40,https://www.instagram.com/p/https://www.instagram.com/p/Bv7ASk6FYYn, Somewhere over the clouds the ☀️ will always be shining on you 😚 #sunrise #mothernature ,rebeccaanari,2019-04-07T02:09:30,38,인스타그램,test,11712,2019,04,07,30,documents,국립공원
41,https://www.instagram.com/p/https://www.instagram.com/p/Bv7OiJcgoWE,• 순둥이 말 🐎 ,ian3.2kg,2019-04-07T04:14:27,0,인스타그램,test,11712,2019,04,07,27,documents,국립공원
42,https://www.instagram.com/p/https://www.instagram.com/p/Bv7ol3bnnth,#백두대간#종주산행남진완주#대한민국산하#등산#진부령#마산봉#지리산#천왕봉#도상거리735km#국립공원#도립공원#산행스타그램#산풍경#산악사진#산과사람들#나를찾아서#Big picture#영암군#강진군#월출산국립공원#경포대탐방소#천황사#바람폭포#천황봉#인생샷#셀카#빛활활 붉게 불타오르는피빛 여명에 주체할 수가 없던월출의 아침 ,lee.chang.min3759,2019-04-07T08:01:39,439,인스타그램,test,11712,2019,04,07,39,documents,국립공원
43,https://www.instagram.com/p/https://www.instagram.com/p/Bv7sUxDFoFa,#오대산#월정사템플스테이..#강원도#국립공원#월정사#템플스테이#불교#절#여행#명찰#명소#성지순례#포행#휴식#문화#자연#힐링#woljeongsa#temple#templestay#buddism#buddhist#meditatioan ,woljeongsa_templestay,2019-04-07T08:34:16,48,인스타그램,test,11712,2019,04,07,16,documents,국립공원
44,https://www.instagram.com/p/https://www.instagram.com/p/Bv7sY-uFGuy,#오대산#월정사#템플스테이#연등#석가탄신일..#강원도#국립공원#월정사#템플스테이#불교#절#여행#명찰#명소#성지순례#포행#휴식#문화#자연#힐링#woljeongsa#temple#templestay#buddism#buddhist#meditatioan ,woljeongsa_templestay,2019-04-07T08:34:51,46,인스타그램,test,11712,2019,04,07,51,documents,국립공원
45,https://www.instagram.com/p/https://www.instagram.com/p/Bv74esUBjZD,오늘도 인수봉 더없이 맑음.감사한 일이다.#국립공원 #북한산인수봉 #산악특수구조대 #세계최고의구조대 ,leechisang8047,2019-04-07T10:20:29,22,인스타그램,test,11712,2019,04,07,29,documents,국립공원
46,https://www.instagram.com/p/https://www.instagram.com/p/Bv78NmKBZIn,#첫줄안녕..2019.04.07.치악산 비로봉에서~~^^.@blackyak.lifetech#불랙야크명산100 #블랙야크100대명산#블랙야크챌린지 #블랙야크알파인클럽 #블랙야크bac #초보혼산러 #산스타그램 #명산100도전단 #초보등산러 #블랙야크 #혼산스타그램 #초보혼등산러 #불암산등산회 #산스타그램 #등산스타그램 #일상스타그램 #소통스타그램 #블야명산100 #블랙야크도전 #블랙야크도전100 #블야인증도전 #면목2동 #mountain #산림청 #국립공원 #blackyak #요이치셀카봉 #치악산 #원주 #갤럭시노트8 ,bulamsan_applehip,2019-04-07T10:53:06,89,인스타그램,test,11712,2019,04,07,6,documents,국립공원
47,https://www.instagram.com/p/https://www.instagram.com/p/Bv8B5aNA1d5,".4월 6일(토) 부터 5월 6일(월) 까지 #청산도 에서 #슬로걷기축제 가 열려요.저희 #다도해해상국립공원 은 청산도에서 무료 해설프로그램과 체험프로그램을 진행하고 있어요.매주 금요일,토요일 유채꽃 활짝 핀 청산도에서 만나요👋🌸..#korea #national #park #service #국립공원 #산스타그램 #바다스타그램 #섬스타그램 #풍경사진 #선팔 #맞팔 #소통 #좋아요 #다도해해상❤️ ",knps_dadohae,2019-04-07T11:42:47,28,인스타그램,test,11712,2019,04,07,47,documents,국립공원
48,https://www.instagram.com/p/https://www.instagram.com/p/Bv8C3BmnZR9,#태백#국립공원#가족농장# 20년넘게 방치됐던 태백땅을 이상주의자 기질의 형부가 앞장서 개척하여 하나하나 그림이 완성되어가고 있다. 이번 여름 피서는 태백에서..ㅎㅎ ,88joajoa,2019-04-07T11:51:11,13,인스타그램,test,11712,2019,04,07,11,documents,국립공원
49,https://www.instagram.com/p/https://www.instagram.com/p/Bv8M_xBlW3u,"My baby jeep, need to dirt her more.Looked like she didn't mind it!#jeep #nswnationalpark #outdoorsy #weekend #dirtroad #지프 #국립공원 #아웃도어 #주말 #비포장길 #ジープ #国立公園 #アウトドアー #週末 #非舗装道路 ",oz_blue_hunter,2019-04-07T13:19:46,15,인스타그램,test,11712,2019,04,07,46,documents,국립공원
50,https://www.instagram.com/p/https://www.instagram.com/p/Bv8Oj1pBXkF, #주작산덕룡산두륜산작년엔 비가와서아무런 조망도 못보고그저 앞만보고 갔었는데이번엔너무멋진 선물을 주셨다❤️덕룡산 주작산을 넘고두륜산을 향할땐 정말죽을힘을 다해 오른듯😂--소석문-덕룡산동봉-덕룡산서봉-첨봉-주작산-작천소령-암릉구간-오소재-오심재-노승봉-가련봉-두륜봉-진불암-대흥사-주차장---#mountain#mountains#hiking#hiker#trekking#outdoor#outdoorlife#travel#climbing#iphonexs#gopro7#등산#등산스타그램#산스타그램#산타는여자#국립공원#하이킹#하이커#트레킹#아웃도어#종주#주작산#덕룡산#두륜산#주작덕룡두륜#암릉산행#암봉#LNT#LNTS ,_jjiny_____,2019-04-07T13:33:26,529,인스타그램,test,11712,2019,04,07,26,documents,국립공원
51,https://www.instagram.com/p/https://www.instagram.com/p/Bv8TOFugfO7,봄 날씨귀여워#충북#단양#온달세트장#여행#여행스타그램#가족여행#사진#하트#딸바보#일상#소백산#국립공원 ,nabong0917,2019-04-07T14:14:09,31,인스타그램,test,11712,2019,04,07,9,documents,국립공원
52,https://www.instagram.com/p/https://www.instagram.com/p/Bv8T_wnn450,.가뭄 대비 호수정비중입니다ㅎㅎ작년 가뭄때 상시 틀어주어서가뭄 피해가 덜했어요^^...정비중 발견한 부란병검게 변한 부위를 그냥 두면.병균이 다른 나무로옮기기 때문에 보이면바로바로 치즈연고를 발라줘야해요😄..#청송#청송사과#청송좋아요#국립공원#주왕산#주산지#등산#여행#낚시#캠핑#자전거#바이크#카페#과수원#농스타그램🌱🍀#청송은꽃피는중😎 ,deogi_apple,2019-04-07T14:20:56,164,인스타그램,test,11712,2019,04,07,56,documents,국립공원
53,https://www.instagram.com/p/https://www.instagram.com/p/Bv8dRYYn8lx, #aoraki #mountcook #mtcook #redtarn #redtarntrack #aorakinationalpark #newzealand #nationalpark #nationalparks #glacier #lake #hiking #뉴질랜드 #국립공원 20190406 ,7seunglee,2019-04-07T15:41:59,45,인스타그램,test,11712,2019,04,07,59,documents,국립공원
54,https://www.instagram.com/p/https://www.instagram.com/p/Bv8gK1FldNs,힐링🌿🌿🌿 #힐링 #원주 #치악산 #국립공원 #오늘 ,m__s0822,2019-04-07T16:07:18,16,인스타그램,test,11712,2019,04,07,18,documents,국립공원
55,https://www.instagram.com/p/https://www.instagram.com/p/Bv8jzuVBuG0," #주작산덕룡산두륜산다들 저곳에서 사진을 찍길래🤣진달래와 함께 잠시쉬어가는 시간🌸🌸여길봐도 저길봐도 그저 감탄너무 멋진 암봉우리들그리고 끝까지 완주한 A팀과B,C팀도모두 수고하셨습니다🥰---소석문-덕룡산동봉-덕룡산서봉-첨봉-주작산-작천소령-암릉구간-오소재-오심재-노승봉-가련봉-두륜봉-진불암-대흥사-주차장---#mountain#mountains#hiking#hiker#trekking#outdoor#outdoorlife#travel#climbing#iphonexs#gopro7#등산#등산스타그램#산스타그램#산타는여자#국립공원#하이킹#하이커#트레킹#아웃도어#종주#주작산#덕룡산#두륜산#주작덕룡두륜#암릉산행#암봉#LNT#LNTS ",_jjiny_____,2019-04-07T16:39:06,541,인스타그램,test,11712,2019,04,07,6,documents,국립공원
56,https://www.instagram.com/p/https://www.instagram.com/p/Bv8oQ0HlLZW,#계룡산 #관음봉 #정복 #소화시킬겸 #등산데이트 #국립공원 #힐링데이 #알밤막걸리 #파전 #쫗아잇 ,seoul.incheon,2019-04-07T17:18:01,109,인스타그램,test,11712,2019,04,07,1,documents,국립공원
57,https://www.instagram.com/p/https://www.instagram.com/p/Bv8pA7egiOL,.#충북여행#제천#충주#월악산#국립공원#월악들국화펜션#잘먹고#잘놀고#잘쉬고#술밖에#모르던#그시절처럼#놀기#토마토#동기모임#추억의#숨은맛집#사과순대#한국교통대#모교방문#우리학교#많이#변했네#내청춘#개아련#추억소환 ,sssolssolsol,2019-04-07T17:24:35,24,인스타그램,test,11712,2019,04,07,35,documents,국립공원
58,https://www.instagram.com/p/https://www.instagram.com/p/Bv8q9Cgg2Bf,Lovely day in the hills today. There are a lot of hidden gems around here. Why not explore them with us? #seoultravel #koreatravel #hiking #hikingtour #tourguide #mountainguide #heritageinterpretation #historytour #naturetour #nature #outdoors #mountaintour #nationalpark #대한민국 #서울 #투어 #산 #등산 #국립공원 #자연 #투어가이드 #민속 ,seoul.hike,2019-04-07T17:41:32,35,인스타그램,test,11712,2019,04,07,32,documents,국립공원
59,https://www.instagram.com/p/https://www.instagram.com/p/Bv8r5slA4Py,자전거 타고 내장산 다녀오깅🚴‍♀️#비안와서#다행#내장산#국립공원#자전거#내장저수지#풍경#심취#시원시원#일상#데일리#운동 ,jindaun,2019-04-07T17:49:49,43,인스타그램,test,11712,2019,04,07,49,documents,국립공원
60,https://www.instagram.com/p/https://www.instagram.com/p/Bv82hiXnCP8,#크로아티아#플리트비체#국립공원#2번째 트레킹#파란하늘💙#자연이 다했다#일주여행#렌트카 ,jeonghyegyeong6810,2019-04-07T19:22:38,21,인스타그램,test,11712,2019,04,07,38,documents,국립공원
61,https://www.instagram.com/p/https://www.instagram.com/p/Bv9C6grAJrw,#경주#등산#부토초#봄등산#봄#경주남산#트래킹#나들이#운동#다이어트#리스#문화재#국립공원#한계돌파#공룡능선#삼화령전경#고위봉#100대명산#nowhere#경주핫플한계돌파나는 이번생엔 글렀구나 생각했던일만 골라서한번 부딛혀보기정상에 올라서서뒤를 돌아보니지나온 걸음들이전생의 일처럼 아득한 기분이 들었다.나는 오직 지금 여기 살아있구나. ,iicandlelight,2019-04-07T21:10:54,28,인스타그램,test,11712,2019,04,07,54,documents,국립공원
62,https://www.instagram.com/p/https://www.instagram.com/p/Bv9DvlUl_rt," 시간이 넘나 금방간다 아쉽다아쉬워~ 우리가 너무나 기대한 바나힐 국립공원 어찌보면 이 여행의 하이라이트가 아니던가?👍👍❤❤ 버스타고 가는길에 보이는 오토바이들 역시 오토바이천국 무질서처럼 보이는데 사실은 굉장히 질서가있는것같다. 주관적인 느낌으로는 오히려 한국보다 인명사고의 위험성은 낮게느껴짐!!! 아부지, 새언니, 황금이, 민건이도 고맙게 컨디션좋고 비도안오는 날씨도도와주는 여행의 최적으로 하루 보낼예정😊😊 세계에서 2번째로 긴 케이블카를 온전하게 보고 느낄수있는시간~ 오예 감사합니다 고고씽❤#20190319 #다낭 #하이라이트 #엄청난기대를받은곳 #썬월드 #국립공원 #프랑스식민지 #아픈역사 #새롭게재창조 #와인이맛있다던데 #케이블카고고씽❤ #세계에서2번째로긴케이블카 #멋지다그램 ",gimmijeong6740,2019-04-07T21:18:09,6,인스타그램,test,11712,2019,04,07,9,documents,국립공원
63,https://www.instagram.com/p/https://www.instagram.com/p/Bv9D2hTAqNu,심포니교회 봄소식전해요상추도 심고 쑥갓도 심고모과나무에 새순이 돋았네요💓💓..자연#힐링#전라북도#대둔산#완주군#운주면#운주#계곡#국립공원#교회#기독교#대둔산교회#침례교회#대둔산카페#대전근교#카페#인테리어#대전#금산#세종#논산#광주#청주#전주#봄#새싹#꽃#심포니교회#심포니침례교회 ,symphony_jee,2019-04-07T21:19:06,36,인스타그램,test,11712,2019,04,07,6,documents,국립공원
64,https://www.instagram.com/p/https://www.instagram.com/p/Bv9F6j8Au0h,"심포니교회 봄단장했어요십자가 설치, 수영장 리모델링 및 입간판 설치!새단장한 심포니교회 놀러오세요😉..#자연#힐링#전라북도#대둔산#완주군#운주면#운주#계곡#국립공원#교회#기독교#대둔산교회#침례교회#대둔산카페#대전근교#카페#인테리어#대전#금산#세종#논산#광주#청주#전주#봄#새싹#꽃#심포니교회#심포니침례교회 ",symphony_jee,2019-04-07T21:37:08,34,인스타그램,test,11712,2019,04,07,8,documents,국립공원
